rank_number,actor,events,percent,cumulative_sum,cumulative_percent,all_events
1073,pepijno,1,0.00451,2923,13.18924,22162
1074,pettero,1,0.00451,2924,13.19376,22162
1075,phzietsman,1,0.00451,2925,13.19827,22162
1076,piotrlipiarz-ef,1,0.00451,2926,13.20278,22162
1077,pkaske,1,0.00451,2927,13.20729,22162
1078,pkoretic,1,0.00451,2928,13.21180,22162
1079,PlatanoBailando,1,0.00451,2929,13.21632,22162
1080,pldubouilh,1,0.00451,2930,13.22083,22162
1081,politician,1,0.00451,2931,13.22534,22162
1082,popaaaandrei,1,0.00451,2932,13.22985,22162
1083,PrajwalNReddy,1,0.00451,2933,13.23437,22162
1084,proc,1,0.00451,2934,13.23888,22162
1085,prochac,1,0.00451,2935,13.24339,22162
1086,prophe05,1,0.00451,2936,13.24790,22162
1087,protheusfr,1,0.00451,2937,13.25241,22162
1088,psbarrales,1,0.00451,2938,13.25693,22162
1089,psylone,1,0.00451,2939,13.26144,22162
1090,puckey,1,0.00451,2940,13.26595,22162
1091,pxue,1,0.00451,2941,13.27046,22162
1092,pyhedgehog,1,0.00451,2942,13.27498,22162
1093,Qhodok,1,0.00451,2943,13.27949,22162
1094,quixoten,1,0.00451,2944,13.28400,22162
1095,RaddadZ,1,0.00451,2945,13.28851,22162
1096,raff,1,0.00451,2946,13.29302,22162
1097,RameshRM,1,0.00451,2947,13.29754,22162
1098,ramlez,1,0.00451,2948,13.30205,22162
1099,rasa-silva,1,0.00451,2949,13.30656,22162
1100,rbboulton,1,0.00451,2950,13.31107,22162
1101,rbucker,1,0.00451,2951,13.31559,22162
1102,rclayton-the-terrible,1,0.00451,2952,13.32010,22162
1103,reinkrul,1,0.00451,2953,13.32461,22162
1104,Reponic,1,0.00451,2954,13.32912,22162
1105,re-vax,1,0.00451,2955,13.33363,22162
1106,rfyiamcool,1,0.00451,2956,13.33815,22162
1107,rhnvrm,1,0.00451,2957,13.34266,22162
1108,Rickkwa,1,0.00451,2958,13.34717,22162
1109,rishikeshbedre,1,0.00451,2959,13.35168,22162
1110,riyadshauk,1,0.00451,2960,13.35620,22162
1111,rjdp,1,0.00451,2961,13.36071,22162
1112,rkuchumov,1,0.00451,2962,13.36522,22162
1113,RobertZFord,1,0.00451,2963,13.36973,22162
1114,robmir44,1,0.00451,2964,13.37424,22162
1115,Rochet2,1,0.00451,2965,13.37876,22162
1116,rogeriofza,1,0.00451,2966,13.38327,22162
1117,roguh,1,0.00451,2967,13.38778,22162
1118,rohitjankar,1,0.00451,2968,13.39229,22162
1119,rohitpal99,1,0.00451,2969,13.39681,22162
1120,rohsaini,1,0.00451,2970,13.40132,22162
1121,roli8200,1,0.00451,2971,13.40583,22162
1122,romainjanvier,1,0.00451,2972,13.41034,22162
1123,RomaOrlov,1,0.00451,2973,13.41485,22162
1124,rpc180,1,0.00451,2974,13.41937,22162
1125,rregout,1,0.00451,2975,13.42388,22162
1126,rrichardson,1,0.00451,2976,13.42839,22162
1127,rudyryk,1,0.00451,2977,13.43290,22162
1128,sam3000,1,0.00451,2978,13.43742,22162
1129,santiviglione,1,0.00451,2979,13.44193,22162
1130,sasha-s,1,0.00451,2980,13.44644,22162
1131,sax,1,0.00451,2981,13.45095,22162
1132,schicks,1,0.00451,2982,13.45546,22162
1133,sdwolfe32,1,0.00451,2983,13.45998,22162
1134,seb168,1,0.00451,2984,13.46449,22162
1135,seregaSLM,1,0.00451,2985,13.46900,22162
1136,sergeykolychev,1,0.00451,2986,13.47351,22162
1137,sfxworks,1,0.00451,2987,13.47803,22162
1138,sgoldsm,1,0.00451,2988,13.48254,22162
1139,Shadowfaxenator,1,0.00451,2989,13.48705,22162
1140,ShahNewazKhan,1,0.00451,2990,13.49156,22162
1141,s-h-a-m-a-n,1,0.00451,2991,13.49607,22162
1142,shaunpersad,1,0.00451,2992,13.50059,22162
1143,shedar,1,0.00451,2993,13.50510,22162
1144,shoshykr,1,0.00451,2994,13.50961,22162
1145,shu7734,1,0.00451,2995,13.51412,22162
1146,sibblegp,1,0.00451,2996,13.51864,22162
1147,SiddiqueAhmad,1,0.00451,2997,13.52315,22162
1148,SidGrundfos,1,0.00451,2998,13.52766,22162
1149,signull,1,0.00451,2999,13.53217,22162
1150,sim732,1,0.00451,3000,13.53668,22162
1151,sittingbool,1,0.00451,3001,13.54120,22162
1152,sizovilya,1,0.00451,3002,13.54571,22162
1153,skabbes,1,0.00451,3003,13.55022,22162
1154,skatsaounis,1,0.00451,3004,13.55473,22162
1155,skyflyer,1,0.00451,3005,13.55925,22162
1156,small-egg,1,0.00451,3006,13.56376,22162
1157,smitfrank,1,0.00451,3007,13.56827,22162
1158,smvsmv,1,0.00451,3008,13.57278,22162
1159,snoopaku,1,0.00451,3009,13.57729,22162
1160,sodabrew,1,0.00451,3010,13.58181,22162
1161,sohlich,1,0.00451,3011,13.58632,22162
1162,SonicGD,1,0.00451,3012,13.59083,22162
1163,SpaceKennel,1,0.00451,3013,13.59534,22162
1164,splilly1987,1,0.00451,3014,13.59986,22162
1165,sr34,1,0.00451,3015,13.60437,22162
1166,sschick-prognos,1,0.00451,3016,13.60888,22162
1167,stamri,1,0.00451,3017,13.61339,22162
1168,stefanschneider,1,0.00451,3018,13.61790,22162
1169,stephenrob,1,0.00451,3019,13.62242,22162
1170,stetra,1,0.00451,3020,13.62693,22162
1171,stevenosborne-wf,1,0.00451,3021,13.63144,22162
1172,stodge,1,0.00451,3022,13.63595,22162
1173,stoicAlchemist,1,0.00451,3023,13.64047,22162
1174,subbu05,1,0.00451,3024,13.64498,22162
1175,subhendukundu,1,0.00451,3025,13.64949,22162
1176,sullis,1,0.00451,3026,13.65400,22162
1177,supriya-premkumar,1,0.00451,3027,13.65851,22162
1178,surryr,1,0.00451,3028,13.66303,22162
1179,syacko,1,0.00451,3029,13.66754,22162
1180,syhuanggz,1,0.00451,3030,13.67205,22162
1181,synchrone,1,0.00451,3031,13.67656,22162
1182,synepis,1,0.00451,3032,13.68108,22162
1183,szank,1,0.00451,3033,13.68559,22162
1184,t33m,1,0.00451,3034,13.69010,22162
1185,taddgiles,1,0.00451,3035,13.69461,22162
1186,Takashi-kun,1,0.00451,3036,13.69912,22162
1187,tanwarsatya,1,0.00451,3037,13.70364,22162
1188,tasdingoo,1,0.00451,3038,13.70815,22162
1189,tchap,1,0.00451,3039,13.71266,22162
1190,T-Erpstra,1,0.00451,3040,13.71717,22162
1191,tetsushiomi,1,0.00451,3041,13.72169,22162
1192,tgregory,1,0.00451,3042,13.72620,22162
1193,thanhngvpt,1,0.00451,3043,13.73071,22162
1194,thansen24,1,0.00451,3044,13.73522,22162
1195,theanimal666,1,0.00451,3045,13.73973,22162
1196,TheBlueSky,1,0.00451,3046,13.74425,22162
1197,thegoleffect,1,0.00451,3047,13.74876,22162
1198,thnt,1,0.00451,3048,13.75327,22162
1199,thomaslange24,1,0.00451,3049,13.75778,22162
1200,timneedham,1,0.00451,3050,13.76230,22162
1201,tisov,1,0.00451,3051,13.76681,22162
1202,toadzky,1,0.00451,3052,13.77132,22162
1203,tobiasmuecksch,1,0.00451,3053,13.77583,22162
1204,todd,1,0.00451,3054,13.78034,22162
1205,TokiTori,1,0.00451,3055,13.78486,22162
1206,tolmanam,1,0.00451,3056,13.78937,22162
1207,TomasRup,1,0.00451,3057,13.79388,22162
1208,tomazbracic,1,0.00451,3058,13.79839,22162
1209,toukovk,1,0.00451,3059,13.80291,22162
1210,trackroute,1,0.00451,3060,13.80742,22162
1211,tstenvi,1,0.00451,3061,13.81193,22162
1212,ttakahari,1,0.00451,3062,13.81644,22162
1213,tuorifei,1,0.00451,3063,13.82095,22162
1214,tutman96,1,0.00451,3064,13.82547,22162
1215,tuwukee,1,0.00451,3065,13.82998,22162
1216,tylerrinnan-wf,1,0.00451,3066,13.83449,22162
1217,ugiwgh,1,0.00451,3067,13.83900,22162
1218,ujwal-setlur,1,0.00451,3068,13.84352,22162
1219,UltraNemesis,1,0.00451,3069,13.84803,22162
1220,umesh3034,1,0.00451,3070,13.85254,22162
1221,Upperfoot,1,0.00451,3071,13.85705,22162
1222,uscorchr,1,0.00451,3072,13.86156,22162
1223,usuryasatyakumar,1,0.00451,3073,13.86608,22162
1224,uudashr,1,0.00451,3074,13.87059,22162
1225,valpip,1,0.00451,3075,13.87510,22162
1226,vandkris,1,0.00451,3076,13.87961,22162
1227,vanillahsu,1,0.00451,3077,13.88413,22162
1228,veerapatyok,1,0.00451,3078,13.88864,22162
1229,veznidav,1,0.00451,3079,13.89315,22162
1230,VictorBarrantes,1,0.00451,3080,13.89766,22162
1231,vietthang207,1,0.00451,3081,13.90217,22162
1232,vikramkarandikar,1,0.00451,3082,13.90669,22162
1233,vinayxbox,1,0.00451,3083,13.91120,22162
1234,viveksatasiya,1,0.00451,3084,13.91571,22162
1235,vonafor,1,0.00451,3085,13.92022,22162
1236,Vonnguru,1,0.00451,3086,13.92474,22162
1237,vornet,1,0.00451,3087,13.92925,22162
1238,vsysoev,1,0.00451,3088,13.93376,22162
1239,vykulakov,1,0.00451,3089,13.93827,22162
1240,wade19870531,1,0.00451,3090,13.94278,22162
1241,waeljammal,1,0.00451,3091,13.94730,22162
1242,wallride,1,0.00451,3092,13.95181,22162
1243,wardenlym,1,0.00451,3093,13.95632,22162
1244,WDevereux,1,0.00451,3094,13.96083,22162
1245,websoftwares,1,0.00451,3095,13.96535,22162
1246,webu2014,1,0.00451,3096,13.96986,22162
1247,wenlittleoil,1,0.00451,3097,13.97437,22162
1248,whmountains,1,0.00451,3098,13.97888,22162
1249,willihelm,1,0.00451,3099,13.98340,22162
1250,willowish,1,0.00451,3100,13.98791,22162
1251,will-yip,1,0.00451,3101,13.99242,22162
1252,windyliupei,1,0.00451,3102,13.99693,22162
1253,winwisely99,1,0.00451,3103,14.00144,22162
1254,wisni,1,0.00451,3104,14.00596,22162
1255,WithoutCaps,1,0.00451,3105,14.01047,22162
1256,witq,1,0.00451,3106,14.01498,22162
1257,WizardOfArc,1,0.00451,3107,14.01949,22162
1258,wllenyj,1,0.00451,3108,14.02401,22162
1259,wojtkowiak,1,0.00451,3109,14.02852,22162
1260,wongak,1,0.00451,3110,14.03303,22162
1261,wpjunior,1,0.00451,3111,14.03754,22162
1262,xeroxstar,1,0.00451,3112,14.04205,22162
1263,xiam,1,0.00451,3113,14.04657,22162
1264,xiaoshengaimm,1,0.00451,3114,14.05108,22162
1265,xiaou,1,0.00451,3115,14.05559,22162
1266,ximply,1,0.00451,3116,14.06010,22162
1267,xowenx,1,0.00451,3117,14.06462,22162
1268,xxxcoltxxx,1,0.00451,3118,14.06913,22162
1269,xxxmailk,1,0.00451,3119,14.07364,22162
1270,yatskevich,1,0.00451,3120,14.07815,22162
1271,yiyang5055,1,0.00451,3121,14.08266,22162
1272,ynkumar143,1,0.00451,3122,14.08718,22162
1273,yosiat,1,0.00451,3123,14.09169,22162
1274,yrsh,1,0.00451,3124,14.09620,22162
1275,ys-zhao,1,0.00451,3125,14.10071,22162
1276,yuashuplyak,1,0.00451,3126,14.10523,22162
1277,yuridiniz,1,0.00451,3127,14.10974,22162
1278,Zannith,1,0.00451,3128,14.11425,22162
1279,zboni-gpsw,1,0.00451,3129,14.11876,22162
1280,zbxzxx,1,0.00451,3130,14.12327,22162
1281,zbyzhengzong,1,0.00451,3131,14.12779,22162
1282,zeusito,1,0.00451,3132,14.13230,22162
1283,zhangjian326,1,0.00451,3133,14.13681,22162
1284,ZhiqinYang,1,0.00451,3134,14.14132,22162
1285,ZiCog,1,0.00451,3135,14.14584,22162
1286,ziyi-yan,1,0.00451,3136,14.15035,22162
1287,ZiyunYang,1,0.00451,3137,14.15486,22162
1288,zlinwei,1,0.00451,3138,14.15937,22162
1289,zpr,1,0.00451,3139,14.16388,22162
1290,zweizeichen,1,0.00451,3140,14.16840,22162
1291,zzerjae,1,0.00451,3141,14.17291,22162
